"SampleCode";"PeakNumber";"Compound";"SpectrumFilename";"ReferenceSpectrum";"TypicallyMonitored";"Source";"Class";"Identification";"Comment";"OBSERVATION";"NameInSoftwareComment";"InPacificLibrary";"InAtlanticLibrary";"FragmentIdentification";"AtlanticLibrary";"UsePeakApexMS";"Formula";"Halogenation";"RetentionTime1D";"RetentionTime2D";"QuantIon";"PeakArea";"UniqueMass";"SpectralSimilarity";"LipidMass";"InternalStandardArea";"RelativeArea";"Matrix";"Instrument"
"MQ429";3481;"methylsulfonylPCB 5Cl 1";"methylsulfonylPCB_5Cl_0_MQ429";"methylsulfonylPCB_5Cl_0_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Reference Database MS";"2',4,4',5,5'-Pentachloro-2-methylsulfonylbiphenyl";NA;"METSULF-PCB 5 CL - NEW";FALSE;FALSE;"288 [M-SO2CH3Cl]+; 367 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1491.99;1.089;404;26444;369;575;0.31;269519;0.316501715;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3295;"methylsulfonylPCB 5Cl 1";"methylsulfonylPCB_5Cl_0_MQ447";"methylsulfonylPCB_5Cl_0_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Reference Database MS";"2',4,4',5,5'-Pentachloro-2-methylsulfonylbiphenyl";NA;"METSULF-PCB 5 CL - NEW";FALSE;FALSE;"288 [M-SO2CH3Cl]+; 367 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1491.99;1.063;404;35111;369;540;0.52;368079;0.183442016;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3677;"methylsulfonylPCB 5Cl 1";"methylsulfonylPCB_5Cl_0_MQ512";"methylsulfonylPCB_5Cl_0_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Reference Database MS";"2',4,4',5,5'-Pentachloro-2-methylsulfonylbiphenyl";NA;"METSULF-PCB 5 CL - NEW";FALSE;FALSE;"288 [M-SO2CH3Cl]+; 367 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1491.99;1.069;404;2186.2;85;NA;0.31;234538;0.030068723;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4396;"methylsulfonylPCB 5Cl 1";"methylsulfonylPCB_5Cl_0_MQ425";"methylsulfonylPCB_5Cl_0_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Reference Database MS";"2',4,4',5,5'-Pentachloro-2-methylsulfonylbiphenyl";NA;"METSULF-PCB 5 CL - NEW";FALSE;FALSE;"288 [M-SO2CH3Cl]+; 367 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1495.49;1.122;404;9488.1;232;NA;0.5;136167;0.139359757;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4128;"methylsulfonylPCB-101";"methylsulfonylPCB_101_MQ447";"methylsulfonylPCB_101_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Authentic MS RT";NA;NA;"METSULF-PCB-101 (5 Cl)";TRUE;FALSE;"288 [M-SO2CH3Cl]+; 340 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1687.88;1.597;404;20691;290;740;0.52;368079;0.108102838;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4354;"methylsulfonylPCB-101";"methylsulfonylPCB_101_MQ512";"methylsulfonylPCB_101_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Authentic MS RT";NA;NA;"METSULF-PCB-101 (5 Cl)";TRUE;FALSE;"288 [M-SO2CH3Cl]+; 340 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1687.88;1.597;404;1185.8;290;NA;0.31;234538;0.016309346;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4574;"methylsulfonylPCB-101";"methylsulfonylPCB_101_MQ429";"methylsulfonylPCB_101_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Authentic MS RT";NA;NA;"METSULF-PCB-101 (5 Cl)";TRUE;FALSE;"288 [M-SO2CH3Cl]+; 340 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1691.38;1.597;404;21022;290;726;0.31;269519;0.251607134;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4192;"methylsulfonylPCB 5Cl 2";"methylsulfonylPCB_5Cl_1_MQ447";"methylsulfonylPCB_5Cl_1_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Authentic MS";"methylsulfonylPCB 5Cl 1 (Pacific Library)";NA;"METSULF-PCB 5 CL 1 P";TRUE;FALSE;"288 [M-SO2CH3Cl]+; 340 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1708.87;1.584;404;6304.4;290;699;0.52;269519;0.044983271;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4273;"methylsulfonylPCB 5Cl 3";"methylsulfonylPCB_5Cl_2_MQ447";"methylsulfonylPCB_5Cl_2_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Authentic MS";"methylsulfonylPCB 5Cl 2 (Pacific Library)";NA;"METSULF-PCB 5 CL 2 P";TRUE;FALSE;"288 [M-SO2CH3Cl]+; 340 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1729.85;1.61;404;9214.8;290;640;0.52;368079;0.048143929;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4817;"methylsulfonylPCB 5Cl 3";"methylsulfonylPCB_5Cl_2_MQ429";"methylsulfonylPCB_5Cl_2_MQ447";FALSE;"anthropogenic";"Methylsulfonyl-PCB";"Authentic MS";"methylsulfonylPCB 5Cl 2 (Pacific Library)";NA;"METSULF-PCB 5 CL 2 P";TRUE;FALSE;"288 [M-SO2CH3Cl]+; 340 [M-CH2SO]+; 402 M+";NA;NA;"C13H7Cl5O2S";"chlorinated";1733.35;1.597;404;6291.7;290;647;0.31;234538;0.086535258;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";263;"1,2,4-trichlorobenzene";"124_trichlorobenzene_MQ429";"124_trichlorobenzene_MQ429";FALSE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;"SOME  SECONDS DIFFERENT FROM PACIFIC";"BENZENE, TRICHLORO ";TRUE;FALSE;"145 [M-Cl]+; 180 M+";NA;NA;"C6H3Cl3";"chlorinated";687.45;0.772;182;86886;180;874;0.31;269519;1.039917109;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";241;"1,2,4-trichlorobenzene";"124_trichlorobenzene_MQ447";"124_trichlorobenzene_MQ429";FALSE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;"SOME  SECONDS DIFFERENT FROM PACIFIC";"BENZENE, TRICHLORO ";TRUE;FALSE;"145 [M-Cl]+; 180 M+";NA;NA;"C6H3Cl3";"chlorinated";687.45;0.766;182;2312.7;85;NA;0.52;368079;0.012083004;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";281;"1,2,4-trichlorobenzene";"124_trichlorobenzene_MQ512";"124_trichlorobenzene_MQ429";FALSE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;"SOME  SECONDS DIFFERENT FROM PACIFIC";"BENZENE, TRICHLORO ";TRUE;FALSE;"145 [M-Cl]+; 180 M+";NA;NA;"C6H3Cl3";"chlorinated";687.45;0.766;182;28216;180;681;0.31;234538;0.388079351;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";324;"1,2,4-trichlorobenzene";"124_trichlorobenzene_MQ425";"124_trichlorobenzene_MQ429";FALSE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;"SOME  SECONDS DIFFERENT FROM PACIFIC";"BENZENE, TRICHLORO ";TRUE;FALSE;"145 [M-Cl]+; 180 M+";NA;NA;"C6H3Cl3";"chlorinated";690.948;0.766;182;112545;180;707;0.5;136167;1.653043689;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";1093;"tetrachlorobenzene";"1234_tetrachlorobenzene_MQ425";"1234_tetrachlorobenzene_MQ425";FALSE;"anthropogenic";"Chlorinated benzene";"Authentic MS";NA;"DIFFERENT RT IN RELATION TO PACIFIC";"BENZENE, TETRACHLORO ";TRUE;FALSE;"179 [M-Cl]+; 214 M+";NA;NA;"C6H2Cl4";"chlorinated";820.374;0.792;216;19614;137;NA;0.5;136167;0.288087422;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";1864;"hexachlorobenzene";"hexachlorobenzene_MQ429";"hexachlorobenzene_MQ447";TRUE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;NA;"HCB";TRUE;TRUE;"247 [M-Cl]+; 282 M+";"hexachlorobenzene";NA;"C6Cl6";"chlorinated";1100.21;0.884;284;150067;286;890;0.31;269519;1.796114919;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";1844;"hexachlorobenzene";"hexachlorobenzene_MQ447";"hexachlorobenzene_MQ447";TRUE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;NA;"HCB";TRUE;TRUE;"247 [M-Cl]+; 282 M+";"hexachlorobenzene";NA;"C6Cl6";"chlorinated";1100.21;0.878;284;126354;284;876;0.52;368079;0.660153015;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";2064;"hexachlorobenzene";"hexachlorobenzene_MQ512";"hexachlorobenzene_MQ447";TRUE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;NA;"HCB";TRUE;TRUE;"247 [M-Cl]+; 282 M+";"hexachlorobenzene";NA;"C6Cl6";"chlorinated";1100.21;0.878;284;8113.4;222;NA;0.31;234538;0.111590693;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";2511;"hexachlorobenzene";"hexachlorobenzene_MQ425";"hexachlorobenzene_MQ447";TRUE;"anthropogenic";"Chlorinated benzene";"Authentic MS RT";NA;NA;"HCB";TRUE;TRUE;"247 [M-Cl]+; 282 M+";"hexachlorobenzene";NA;"C6Cl6";"chlorinated";1103.71;0.884;284;38248;284;NA;0.5;136167;0.561780755;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";1970;"beta HCH";"beta_BHC_MQ429";"beta_BHC_MQ429";TRUE;"anthropogenic";"HCH-related";"Authentic MS RT";"beta BHC (Pacific Library)";NA;"HCH (b-HCH)";TRUE;FALSE;"252 [M-HCl]+";"HCH isomer 2";NA;"C6H6Cl6";"chlorinated";1124.7;1.01;219;406393;217;727;0.31;269519;4.864017607;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";1953;"beta HCH";"beta_BHC_MQ447";"beta_BHC_MQ429";TRUE;"anthropogenic";"HCH-related";"Authentic MS RT";"beta BHC (Pacific Library)";NA;"HCH (b-HCH)";TRUE;FALSE;"252 [M-HCl]+";"HCH isomer 2";NA;"C6H6Cl6";"chlorinated";1124.7;0.964;219;34538;183;862;0.52;368079;0.180448303;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";1745;"polychlorinated styrene 6Cl";"polychlorinated_styrene_6Cl_MQ429";"polychlorinated_styrene_6Cl_MQ429";FALSE;"anthropogenic";"Chlorinated styrene";"Authentic MS";NA;NA;"PCS 6 CL";FALSE;TRUE;"273 [M-Cl]+; 308 M+";"hexachlorostyrene (PCS)";NA;"C8H2Cl6";"chlorinated";1068.73;0.858;310;4256.2;240;NA;0.31;269519;0.050941408;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";1936;"polychlorinated styrene 6Cl";"polychlorinated_styrene_6Cl_MQ512";"polychlorinated_styrene_6Cl_MQ429";FALSE;"anthropogenic";"Chlorinated styrene";"Authentic MS";NA;NA;"PCS 6 CL";FALSE;TRUE;"273 [M-Cl]+; 308 M+";"hexachlorostyrene (PCS)";NA;"C8H2Cl6";"chlorinated";1068.73;0.838;310;453.68;204;NA;0.31;234538;0.006239858;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";2893;"polychlorinated styrene 7Cl";"polychlorinated_styrene_7Cl_MQ425";"polychlorinated_styrene_7Cl_MQ429";FALSE;"anthropogenic";"Chlorinated styrene";"Authentic MS";NA;NA;"PCS 7 CL";TRUE;TRUE;"307 [M-Cl]+; 342 M+";"heptachlorostyrene (PCS)";NA;"C8HCl7";"chlorinated";1184.17;0.884;344;6767.1;344;NA;0.5;136167;0.099394126;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";2193;"polychlorinated styrene 7Cl";"polychlorinated_styrene_7Cl_MQ429";"polychlorinated_styrene_7Cl_MQ429";FALSE;"anthropogenic";"Chlorinated styrene";"Authentic MS";NA;"SIM. 579 TO Cyclopentene, octachloro-/ 507 TO 1,4-Dichloro-2-dichloromethyl-5-trichloromethylbenzene";"PCS 7 CL";TRUE;TRUE;"307 [M-Cl]+; 342 M+";"heptachlorostyrene (PCS)";NA;"C8HCl7";"chlorinated";1184.17;0.891;344;34801;309;NA;0.31;269519;0.416524588;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2179;"polychlorinated styrene 7Cl";"polychlorinated_styrene_7Cl_MQ447";"polychlorinated_styrene_7Cl_MQ429";FALSE;"anthropogenic";"Chlorinated styrene";"Authentic MS";NA;"WETZEL et al 2013 (STOTEN) TOXICITY ORGANOCHLORINATED STYRENE (8Cl)";"PCS 7 CL";TRUE;TRUE;"307 [M-Cl]+; 342 M+";"heptachlorostyrene (PCS)";NA;"C8HCl7";"chlorinated";1184.17;0.891;344;21871;344;NA;0.52;368079;0.114267903;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";2414;"polychlorinated styrene 7Cl";"polychlorinated_styrene_7Cl_MQ512";"polychlorinated_styrene_7Cl_MQ429";FALSE;"anthropogenic";"Chlorinated styrene";"Authentic MS";NA;NA;"PCS 7 CL";TRUE;TRUE;"307 [M-Cl]+; 342 M+";"heptachlorostyrene (PCS)";NA;"C8HCl7";"chlorinated";1184.17;0.878;344;4877.6;309;NA;0.31;234538;0.067085903;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3679;"di-MeOBB-Br3Cl";"unknown_36_SWAtlantic_MQ429";"unknown_36_SWAtlantic_MQ447";FALSE;"unknown";"2MeO-Biphenyl-U";NA;NA;"U SWA 36 - (MEOBCDE?) Br3CLO2";"U SWA 36";FALSE;FALSE;"373 [M-CH3-CH3-Br]+; 388 [M-CH3-Br]+; 482 M+";NA;NA;"C14H10Br3ClO2";"mixed";1530.47;1.135;486;204202;390;NA;0.31;269519;2.444043385;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3450;"di-MeOBB-Br3Cl";"unknown_36_SWAtlantic_MQ447";"unknown_36_SWAtlantic_MQ447";FALSE;"unknown";"2MeO-Biphenyl-U";NA;NA;"(C14H10Br3ClO2)/  3Br 1 Cl";"U SWA 36";FALSE;FALSE;"373 [M-CH3-CH3-Br]+; 388 [M-CH3-Br]+; 482 M+";NA;NA;"C14H10Br3ClO2";"mixed";1530.47;1.115;486;185015;390;NA;0.52;368079;0.966635089;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3817;"di-MeOBB-Br3Cl";"unknown_36_SWAtlantic_MQ512";"unknown_36_SWAtlantic_MQ447";FALSE;"unknown";"2MeO-Biphenyl-U";NA;NA;"(C14H10Br3ClO2)";"U SWA 36";FALSE;FALSE;"373 [M-CH3-CH3-Br]+; 388 [M-CH3-Br]+; 482 M+";NA;NA;"C14H10Br3ClO2";"mixed";1530.47;1.115;486;8623.7;390;NA;0.31;234538;0.118609296;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4587;"di-MeOBB-Br3Cl";"unknown_36_SWAtlantic_MQ425";"unknown_36_SWAtlantic_MQ447";FALSE;"unknown";"2MeO-Biphenyl-U";NA;NA;"(MEOBCDE?) Br3CLO2";"U SWA 36";FALSE;FALSE;"373 [M-CH3-CH3-Br]+; 388 [M-CH3-Br]+; 482 M+";NA;NA;"C14H10Br3ClO2";"mixed";1533.97;1.155;486;48395;486;NA;0.5;136167;0.710818333;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3697;"di-MeOPBB-80";"di_MeOPBB_80_MQ447";"di_MeOPBB_80_MQ447";FALSE;"natural";"2MeO-Biphenyl-N";"Authentic MS RT";NA;NA;"DI-MEOPBB-80";TRUE;TRUE;"417 [M-CH3-CH3-Br]+; 432 [M-CH3-Br]+; 526 M+";"2MeO-BB-80";NA;"C14H10Br4O2";"brominated";1582.94;1.274;530;117547;532;730;0.52;368079;0.61413969;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3972;"di-MeOPBB-80";"di_MeOPBB_80_MQ429";"di_MeOPBB_80_MQ447";FALSE;"natural";"2MeO-Biphenyl-N";"Authentic MS RT";NA;NA;"DI-MEOPBB-80";TRUE;TRUE;"417 [M-CH3-CH3-Br]+; 432 [M-CH3-Br]+; 526 M+";"2MeO-BB-80";NA;"C14H10Br4O2";"brominated";1586.44;1.294;530;111488;530;685;0.31;269519;1.334372381;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4020;"di-MeOPBB-80";"di_MeOPBB_80_MQ512";"di_MeOPBB_80_MQ447";FALSE;"natural";"2MeO-Biphenyl-N";"Authentic MS RT";NA;NA;"DI-MEOPBB-80";TRUE;TRUE;"417 [M-CH3-CH3-Br]+; 432 [M-CH3-Br]+; 526 M+";"2MeO-BB-80";NA;"C14H10Br4O2";"brominated";1586.44;1.267;530;11346;195;640;0.31;234538;0.156051471;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4889;"di-MeOPBB-80";"di_MeOPBB_80_MQ425";"di_MeOPBB_80_MQ447";FALSE;"natural";"2MeO-Biphenyl-N";"Authentic MS RT";NA;NA;"DI-MEOPBB-80";TRUE;TRUE;"417 [M-CH3-CH3-Br]+; 432 [M-CH3-Br]+; 526 M+";"2MeO-BB-80";NA;"C14H10Br4O2";"brominated";1589.93;1.3;530;41035;530;699;0.5;136167;0.602715783;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3498;"MeOBCDE Br3Cl 1";"MeOBCDE_Br3Cl_MQ447";"MeOBCDE_Br3Cl_MQ429";FALSE;"natural";"MeO-B/CDE";"Manual-Congener Group";"unknown-33 (Pacific Library)";NA;"MEOBCDE Br3Cl - ISOMER 1";TRUE;FALSE;"374 [M-Br-CH3]+; 468 M+";NA;NA;"C13H8Br3ClO2";"mixed";1540.96;1.201;472;3858.8;472;NA;0.52;368079;0.020160806;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4644;"MeOBCDE Br3Cl 1";"MeOBCDE_Br3Cl_MQ425";"MeOBCDE_Br3Cl_MQ429";FALSE;"natural";"MeO-B/CDE";"Manual-Congener Group";"unknown-33 (Pacific Library)";NA;"MEOBCDE Br3Cl - ISOMER 1";TRUE;FALSE;"374 [M-Br-CH3]+; 468 M+";NA;NA;"C13H8Br3ClO2";"mixed";1544.46;1.233;472;1437.1;472;NA;0.5;136167;0.021107904;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3749;"MeOBCDE Br3Cl 1";"MeOBCDE_Br3Cl_MQ429";"MeOBCDE_Br3Cl_MQ429";FALSE;"natural";"MeO-B/CDE";"Manual-Congener Group";"unknown-33 (Pacific Library)";NA;"MEOBCDE Br3Cl - ISOMER 1";TRUE;FALSE;"374 [M-Br-CH3]+; 468 M+";NA;NA;"C13H8Br3ClO2";"mixed";1544.46;1.241;472;2918.8;472;NA;0.31;269519;0.034934397;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3534;"MeOBCDE Br3Cl 2";"MeOBCDE_Br3Cl_2_MQ447";"MeOBCDE_Br3Cl_2_MQ447";FALSE;"natural";"MeO-B/CDE";"Manual-Congener Group";"MeOBCDE Br3Cl (Pacific Library)";"U 33 P";"MEOBCDE Br3Cl - ISOMER 2 (U 33 P)";TRUE;TRUE;"354 [M-BrCl]+; 374 [M-Br-CH3]+; 468 M+";"methoxy diphenyl ether Br3Cl";NA;"C13H8Br3ClO2";"mixed";1547.96;1.221;472;35886;472;NA;0.52;368079;0.187491105;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3788;"MeOBCDE Br3Cl 2";"MeOBCDE_Br3Cl_2_MQ429";"MeOBCDE_Br3Cl_2_MQ447";FALSE;"natural";"MeO-B/CDE";"Manual-Congener Group";"MeOBCDE Br3Cl (Pacific Library)";"U 33 P";"MEOBCDE Br3Cl - ISOMER 2 (U 33 P)";TRUE;TRUE;"354 [M-BrCl]+; 374 [M-Br-CH3]+; 468 M+";"methoxy diphenyl ether Br3Cl";NA;"C13H8Br3ClO2";"mixed";1551.46;1.254;472;45096;472;NA;0.31;269519;0.539742904;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4703;"MeOBCDE Br3Cl 2";"MeOBCDE_Br3Cl_2_MQ425";"MeOBCDE_Br3Cl_2_MQ447";FALSE;"natural";"MeO-B/CDE";"Manual-Congener Group";"MeOBCDE Br3Cl (Pacific Library)";"U 33 P";"MEOBCDE Br3Cl - ISOMER 2 (U 33 P)";TRUE;TRUE;"354 [M-BrCl]+; 374 [M-Br-CH3]+; 468 M+";"methoxy diphenyl ether Br3Cl";NA;"C13H8Br3ClO2";"mixed";1554.95;1.261;472;18216;470;NA;0.5;136167;0.267553813;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3323;"MeOBDE 3Br";"MeOBDE_3Br_MQ429";"MeOBDE_3Br_MQ447";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 3 Br (2'-MEO-BDE-28?)";"MEOBDE 3 BR";TRUE;TRUE;"276 [M-Br2]+; 340 [M-Br-CH3]+; 434 M+";"MeO-BDE 3Br";NA;"C13H9Br3O2";"brominated";1457.01;1.181;438;9794.3;436;592;0.31;269519;0.117225562;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3168;"MeOBDE 3Br";"MeOBDE_3Br_MQ447";"MeOBDE_3Br_MQ447";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 3 Br (2'-MEO-BDE-28?)";"MEOBDE 3 BR";TRUE;TRUE;"276 [M-Br2]+; 340 [M-Br-CH3]+; 434 M+";"MeO-BDE 3Br";NA;"C13H9Br3O2";"brominated";1457.01;1.129;438;15901;438;703;0.52;368079;0.083076856;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4217;"MeOBDE 3Br";"MeOBDE_3Br_MQ425";"MeOBDE_3Br_MQ447";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 3 Br (2'-MEO-BDE-28?)";"MEOBDE 3 BR";TRUE;TRUE;"276 [M-Br2]+; 340 [M-Br-CH3]+; 434 M+";"MeO-BDE 3Br";NA;"C13H9Br3O2";"brominated";1460.51;1.168;438;3955.4;436;522;0.5;136167;0.058096308;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4755;"MeOBDE 4Br";"MeOBDE_4Br_MQ425";"MeOBDE_4Br_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 4 BR (2'-MEOBDE-66?)";"MEOBDE 4 BR";TRUE;TRUE;"418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1565.45;1.3;516;3138.3;516;493;0.5;136167;0.046094869;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3582;"MeOBDE 4Br";"MeOBDE_4Br_MQ447";"MeOBDE_4Br_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 4 BR (2'-MEOBDE-66?)";"MEOBDE 4 BR";TRUE;TRUE;"418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1558.45;1.287;516;9693.5;516;568;0.52;368079;0.05064496;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3853;"MeOBDE 4Br";"MeOBDE_4Br_MQ429";"MeOBDE_4Br_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 4 BR (2'-MEOBDE-66?)";"MEOBDE 4 BR";TRUE;TRUE;"418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1561.95;1.294;516;8281;516;688;0.31;269519;0.099113247;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3924;"MeOBDE 4Br";"MeOBDE_4Br_MQ512";"MeOBDE_4Br_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS";NA;"MEOBDE 4 BR (2'-MEOBDE-66?)";"MEOBDE 4 BR";TRUE;TRUE;"418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1561.95;1.274;516;615.96;104;NA;0.31;234538;0.008471837;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3660;"2'-MeOBDE-68";"2_MeOBDE_68_MQ447";"2_MeOBDE_68_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 2-MEOBDE-68";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1575.94;1.3;516;1049116;356;773;0.52;368079;5.481243888;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3935;"2'-MeOBDE-68";"2_MeOBDE_68_MQ429";"2_MeOBDE_68_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 2-MEOBDE-68";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1579.44;1.313;516;1129536;515;784;0.31;269519;13.51913786;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3994;"2'-MeOBDE-68";"2_MeOBDE_68_MQ512";"2_MeOBDE_68_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 2-MEOBDE-68";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1579.44;1.28;516;198667;516;921;0.31;234538;2.732441184;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
